WARNING 2026-05-08 12:53:17,886 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:22,011 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:26,140 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:30,204 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:34,278 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:38,381 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:42,485 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:46,578 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:50,672 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:53:54,762 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:54:01,209 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:54:05,298 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
WARNING 2026-05-08 12:54:09,383 signals 6000 4748 Cache clear error (non-critical): Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
INFO 2026-05-08 12:56:42,896 log 15560 19516 "GET / HTTP/1.1" 302 0
WARNING 2026-05-08 12:57:01,794 log 8764 8936 "POST /api/v1/auth/login/ HTTP/1.1" 400 259
INFO 2026-05-08 12:57:02,164 log 8764 12272 "GET /api/v1/products/ HTTP/1.1" 200 3023
INFO 2026-05-08 12:57:02,456 log 8764 10104 "GET /api/v1/products/categories/ HTTP/1.1" 200 908
INFO 2026-05-08 12:57:03,279 log 8764 13048 "GET /swagger/ HTTP/1.1" 200 1611
INFO 2026-05-08 12:57:03,646 log 8764 20324 "GET /redoc/ HTTP/1.1" 200 961
INFO 2026-05-08 13:02:42,847 autoreload 20408 17260 Watching for file changes with StatReloader
INFO 2026-05-08 13:03:13,215 autoreload 17992 11384 Watching for file changes with StatReloader
INFO 2026-05-08 13:04:10,753 autoreload 17992 11384 C:\Gadget_Glow\Gadget_Glow\settings.py changed, reloading.
INFO 2026-05-08 13:04:12,328 autoreload 7060 18052 Watching for file changes with StatReloader
INFO 2026-05-08 13:07:58,713 autoreload 7060 18052 C:\Gadget_Glow\Gadget_Glow\settings.py changed, reloading.
INFO 2026-05-08 13:08:00,736 autoreload 20420 20392 Watching for file changes with StatReloader
INFO 2026-05-08 13:08:14,847 autoreload 20420 20392 C:\Gadget_Glow\Gadget_Glow\settings.py changed, reloading.
INFO 2026-05-08 13:08:16,940 autoreload 7396 19360 Watching for file changes with StatReloader
INFO 2026-05-08 13:11:13,380 log 7396 18052 "GET / HTTP/1.1" 302 0
INFO 2026-05-08 13:11:13,413 log 7396 18052 "GET /login/?next=/ HTTP/1.1" 200 3920
INFO 2026-05-08 13:11:13,684 log 7396 18052 "GET /swagger/ HTTP/1.1" 200 1611
INFO 2026-05-08 13:11:17,781 basehttp 7396 18052 - Broken pipe from ('127.0.0.1', 50711)
INFO 2026-05-08 13:11:35,133 log 7396 8596 "GET /api/v1/products/ HTTP/1.1" 200 3023
INFO 2026-05-08 13:11:38,549 basehttp 7396 8596 - Broken pipe from ('127.0.0.1', 58314)
INFO 2026-05-08 13:14:00,734 autoreload 2336 8556 Watching for file changes with StatReloader
INFO 2026-05-08 13:14:26,173 log 15592 15628 "GET / HTTP/1.1" 302 0
INFO 2026-05-08 13:14:26,201 log 15592 15628 "GET /login/?next=/ HTTP/1.1" 200 3920
WARNING 2026-05-08 13:14:26,364 log 15592 15628 "GET /favicon.ico HTTP/1.1" 404 179
INFO 2026-05-08 13:14:37,212 log 15592 15628 "POST /login/?next=/ HTTP/1.1" 200 3973
INFO 2026-05-08 13:14:47,379 log 15592 15628 "POST /login/?next=/ HTTP/1.1" 200 3973
INFO 2026-05-08 13:15:02,486 log 15592 15628 "POST /login/?next=/ HTTP/1.1" 200 3973
INFO 2026-05-08 13:15:08,383 log 15592 15628 "POST /login/?next=/ HTTP/1.1" 200 3973
INFO 2026-05-08 13:15:09,735 log 15592 15628 "GET /register/ HTTP/1.1" 200 5982
INFO 2026-05-08 13:15:47,360 middleware 15592 15628 AUDIT: user=user123 method=POST path=/register/ status=302 duration=3.64s ip=127.0.0.1
INFO 2026-05-08 13:15:47,363 log 15592 15628 "POST /register/ HTTP/1.1" 302 0
INFO 2026-05-08 13:15:47,476 log 15592 15628 "GET / HTTP/1.1" 200 29583
WARNING 2026-05-08 13:15:47,599 log 15592 10004 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:15:50,318 log 15592 15628 "GET /wishlist/ HTTP/1.1" 200 9881
WARNING 2026-05-08 13:15:50,414 log 15592 10668 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:15:51,510 log 15592 15628 "GET /products/ HTTP/1.1" 200 28762
WARNING 2026-05-08 13:15:51,641 log 15592 12440 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:15:56,576 middleware 15592 15628 AUDIT: user=user123 method=POST path=/products/1/ status=302 duration=0.19s ip=127.0.0.1
INFO 2026-05-08 13:15:56,654 log 15592 15628 "POST /products/1/ HTTP/1.1" 302 0
INFO 2026-05-08 13:15:56,780 log 15592 15628 "GET /cart/ HTTP/1.1" 200 15124
WARNING 2026-05-08 13:15:56,853 log 15592 16084 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:16:02,341 log 15592 15628 "GET /checkout/ HTTP/1.1" 200 14436
WARNING 2026-05-08 13:16:02,396 log 15592 12724 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:16:07,666 middleware 15592 15628 AUDIT: user=user123 method=POST path=/checkout/ status=302 duration=0.19s ip=127.0.0.1
INFO 2026-05-08 13:16:07,667 log 15592 15628 "POST /checkout/ HTTP/1.1" 302 0
INFO 2026-05-08 13:16:09,481 log 15592 15628 "GET /orders/ HTTP/1.1" 200 12857
WARNING 2026-05-08 13:16:09,549 log 15592 3836 "GET /ws/orders/1/ HTTP/1.1" 404 179
INFO 2026-05-08 13:16:09,587 basehttp 15592 3836 - Broken pipe from ('127.0.0.1', 54907)
WARNING 2026-05-08 13:16:09,592 log 15592 18920 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:16:13,526 log 15592 15628 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:16:13,624 log 15592 16620 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:16:16,722 log 15592 15628 "GET /products/?category=5 HTTP/1.1" 200 15399
WARNING 2026-05-08 13:16:16,822 log 15592 460 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:18:35,631 log 15592 15628 "GET /products/?category=5 HTTP/1.1" 200 15399
WARNING 2026-05-08 13:18:35,676 log 15592 19852 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:18:38,842 log 15592 15628 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:18:39,076 log 15592 12852 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:37,542 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:37,584 log 15592 13240 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:38,888 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:38,953 log 15592 17344 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:39,141 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:39,203 log 15592 17612 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:39,345 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:39,398 log 15592 9080 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:39,546 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:39,594 log 15592 14924 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:39,729 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:39,775 log 15592 19840 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:39,904 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:39,953 log 15592 3924 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:39,953 basehttp 15592 3924 - Broken pipe from ('127.0.0.1', 54570)
INFO 2026-05-08 13:24:40,005 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:40,072 log 15592 5040 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:40,241 log 15592 12960 "GET / HTTP/1.1" 200 29649
WARNING 2026-05-08 13:24:40,305 log 15592 15700 "GET /ws/notifications/ HTTP/1.1" 404 179
INFO 2026-05-08 13:24:40,398 log 15592 12960 "GET / HTTP/1.1" 200 29649
INFO 2026-05-08 13:24:40,467 log 15592 12960 "GET / HTTP/1.1" 200 29649
INFO 2026-05-08 13:24:40,482 basehttp 15592 10720 - Broken pipe from ('127.0.0.1', 64293)
